policy_id,age,gender,region,policy_tenure_months,vehicle_age_years,vehicle_type,annual_premium,num_prev_claims,driving_experience_years,credit_score,annual_mileage_km,has_anti_theft,occupation,marital_status,claim,claim_amount,claim_age
P109334,76,Female,East,215,15,SUV,13510.32,0,57.0,607.0,17192.0,No,Employed,Single,1,59594.46,76.0
P109335,49,Male,West,128,1,SUV,14919.19,1,30.0,595.0,6223.0,No,Employed,Single,1,40811.6,49.0
P109336,50,Female,West,55,19,Truck,14160.49,0,31.0,658.0,9191.0,No,Employed,Married,1,74162.25,51.0
P109337,45,Male,West,40,18,Sedan,11401.18,0,29.0,544.0,14088.0,No,Employed,Single,0,0.0,
P109338,59,Male,South,205,19,Truck,17117.04,0,38.0,635.0,10407.0,No,Unemployed,Single,1,50331.14,60.0
P109339,58,Female,East,97,19,Sedan,4369.26,0,41.0,677.0,12943.0,No,Employed,Married,0,0.0,
P109340,72,Male,South,224,18,Truck,7776.44,0,54.0,599.0,12009.0,Yes,Employed,Married,1,80010.56,72.0
P109341,53,Female,North,92,18,SUV,12132.62,0,36.0,653.0,4466.0,No,Employed,Married,1,30046.26,54.0
P109342,77,Female,West,24,17,SUV,8925.37,0,59.0,669.0,18995.0,No,Unemployed,Married,1,34300.74,77.0
P109343,23,Female,North,170,12,Sedan,11445.36,1,5.0,527.0,11503.0,No,Unemployed,Married,0,0.0,
P109344,79,Male,East,28,16,Sedan,13925.95,0,60.0,664.0,19974.0,Yes,Unemployed,Married,1,42450.95,79.0
P109345,33,Male,North,222,0,SUV,9793.25,0,15.0,618.0,13690.0,No,Retired,Single,1,32085.28,33.0
P109346,51,Male,North,117,20,SUV,9810.1,0,31.0,779.0,18583.0,No,Unemployed,Single,1,41181.49,52.0
P109347,40,Female,West,105,4,Sedan,10948.65,0,21.0,664.0,17111.0,Yes,Self-employed,Single,1,28962.46,41.0
P109348,67,Male,East,93,19,Sedan,15502.08,0,47.0,586.0,18144.0,No,Employed,Married,1,61748.19,67.0
P109349,59,Male,North,98,20,SUV,14535.78,0,43.0,523.0,10886.0,No,Employed,Single,1,59107.97,59.0
P109350,41,Male,South,179,12,Sedan,15218.0,2,21.0,647.0,20936.0,Yes,Employed,Married,0,0.0,
P109351,73,Male,West,150,5,Motorcycle,12604.54,0,54.0,741.0,9640.0,No,Unemployed,Married,1,46300.8,74.0
P109352,66,Male,South,89,9,Sedan,12702.95,0,49.0,608.0,13813.0,No,Employed,Married,1,34769.93,66.0
P109353,30,Male,West,78,8,Sedan,16659.94,0,11.0,672.0,16316.0,Yes,Unemployed,Single,0,0.0,
P109354,73,Male,North,202,5,Sedan,8571.65,0,56.0,702.0,27861.0,No,Employed,Single,1,45018.7,74.0
P109355,35,Male,West,74,0,Sedan,16758.51,0,19.0,698.0,17470.0,No,Employed,Married,1,17615.52,35.0
P109356,71,Male,North,136,17,Truck,12687.81,0,53.0,650.0,9370.0,Yes,Employed,Single,1,64545.53,71.0
P109357,30,Female,South,14,6,Sedan,12196.54,0,9.0,604.0,13347.0,No,Employed,Single,1,30720.71,31.0
P109358,66,Male,North,45,9,Sedan,9973.82,0,46.0,632.0,5268.0,No,Employed,Single,1,51932.21,67.0
P109359,54,Male,West,38,11,Motorcycle,16842.8,0,33.0,575.0,19350.0,No,Self-employed,Single,0,0.0,
P109360,60,Male,West,160,20,Sedan,15374.88,0,42.0,584.0,100.0,Yes,Self-employed,Married,1,42727.0,60.0
P109361,56,Male,West,62,14,Sedan,6586.79,0,40.0,719.0,11138.0,Yes,Employed,Single,1,37694.66,57.0
P109362,78,Male,South,237,16,Sedan,13298.0,0,60.0,673.0,22978.0,No,Retired,Single,1,39306.42,78.0
P109363,59,Female,East,96,2,Sedan,9107.83,0,42.0,670.0,15799.0,No,Employed,Married,0,0.0,
P109364,34,Female,South,67,14,Truck,10929.12,1,17.0,600.0,14449.0,Yes,Employed,Single,0,0.0,
P109365,32,Male,North,212,0,Motorcycle,5959.03,0,11.0,734.0,6041.0,Yes,Employed,Married,0,0.0,
P109366,35,Female,North,61,10,Truck,12626.56,0,19.0,634.0,18654.0,No,Unemployed,Single,1,28049.41,35.0
P109367,40,Male,South,13,5,Truck,12827.51,0,21.0,659.0,7428.0,No,Self-employed,Married,1,54389.49,41.0
P109368,71,Male,South,119,15,Motorcycle,13081.76,1,53.0,732.0,7469.0,No,Employed,Married,1,47807.46,71.0
P109369,68,Female,North,87,20,Truck,10377.65,0,48.0,599.0,18645.0,Yes,Self-employed,Married,1,62314.09,68.0
P109370,47,Female,North,83,11,Sedan,10894.97,0,31.0,606.0,7262.0,No,Unemployed,Married,1,17608.96,47.0
P109371,75,Female,North,80,20,SUV,4473.07,1,55.0,722.0,4683.0,Yes,Unemployed,Married,1,55385.45,76.0
P109372,51,Male,East,228,14,SUV,15849.6,0,35.0,707.0,7180.0,No,Employed,Married,0,0.0,
P109373,75,Male,East,227,17,Sedan,4906.57,0,58.0,674.0,12946.0,Yes,Employed,Single,1,45721.38,76.0
P109374,21,Male,South,47,9,Sedan,13593.94,0,4.0,498.0,9488.0,Yes,Self-employed,Single,0,0.0,
P109375,20,Female,South,111,11,Truck,11095.64,0,4.0,740.0,21084.0,No,Retired,Married,1,56866.52,20.0
P109376,24,Male,East,114,19,Sedan,14293.68,0,4.0,607.0,12171.0,No,Employed,Married,1,15628.93,25.0
P109377,73,Female,West,54,18,SUV,12606.12,0,55.0,609.0,5799.0,No,Employed,Single,1,56242.25,73.0
P109378,35,Female,East,71,4,Sedan,8063.66,0,19.0,636.0,2660.0,Yes,Employed,Single,1,25074.59,35.0
P109379,59,Male,South,180,17,SUV,14261.8,0,43.0,566.0,16502.0,No,Employed,Married,1,42674.07,60.0
P109380,24,Female,East,229,18,Sedan,11826.12,0,5.0,735.0,13501.0,No,Employed,Married,1,36700.69,24.0
P109381,57,Female,West,72,11,Sedan,11088.32,0,41.0,662.0,15042.0,Yes,Employed,Married,1,25548.75,57.0
P109382,23,Male,South,25,0,Truck,12915.03,0,2.0,699.0,9865.0,No,Employed,Married,1,52291.08,24.0
P109383,39,Female,North,23,1,Motorcycle,16620.21,0,22.0,596.0,12771.0,No,Employed,Married,1,39475.85,39.0
P109384,75,Male,South,202,2,SUV,10573.92,0,56.0,719.0,17953.0,Yes,Unemployed,Married,1,25174.65,76.0
P109385,18,Male,East,158,11,SUV,13496.87,0,0.0,750.0,12028.0,No,Employed,Married,1,21690.44,18.0
P109386,21,Female,East,225,13,Motorcycle,12846.05,0,4.0,561.0,6264.0,Yes,Employed,Married,0,0.0,
P109387,63,Female,West,11,6,Sedan,10292.6,1,46.0,571.0,15614.0,No,Employed,Single,0,0.0,
P109388,66,Female,East,163,3,Sedan,9656.77,0,45.0,594.0,10255.0,Yes,Retired,Single,1,38489.43,66.0
P109389,69,Female,West,27,11,Sedan,7963.52,1,52.0,715.0,16831.0,No,Unemployed,Married,1,38640.81,69.0
P109390,67,Female,South,117,7,Sedan,14009.64,0,47.0,663.0,12127.0,No,Employed,Single,1,34069.6,67.0
P109391,60,Female,East,67,0,Motorcycle,9619.43,0,39.0,645.0,16309.0,No,Self-employed,Single,1,30259.86,61.0
P109392,46,Male,South,47,4,SUV,6933.48,1,27.0,676.0,14535.0,Yes,Self-employed,Married,0,0.0,
P109393,38,Female,North,178,0,SUV,11769.13,0,20.0,785.0,18490.0,No,Self-employed,Single,0,0.0,
P109394,43,Female,North,8,14,SUV,15918.0,0,25.0,528.0,16810.0,No,Retired,Single,1,39950.08,43.0
P109395,31,Male,West,183,12,Motorcycle,16667.3,0,10.0,628.0,5476.0,No,Employed,Single,0,0.0,
P109396,26,Female,East,77,12,Sedan,2000.0,2,6.0,435.0,2632.0,No,Employed,Single,1,12141.27,26.0
P109397,76,Male,South,170,3,SUV,12493.1,0,58.0,685.0,11615.0,No,Self-employed,Married,1,51296.74,77.0
P109398,64,Female,South,67,14,Sedan,14105.21,0,45.0,726.0,15009.0,No,Employed,Single,1,50555.9,65.0
P109399,29,Male,East,148,11,Truck,13907.69,1,12.0,629.0,8373.0,No,Employed,Single,1,73235.19,29.0
P109400,59,Female,South,238,7,Truck,11661.37,0,40.0,696.0,14228.0,No,Self-employed,Single,1,57180.39,60.0
P109401,68,Male,East,173,15,Motorcycle,18423.97,0,47.0,542.0,14018.0,Yes,Employed,Married,1,47712.75,68.0
P109402,73,Male,East,35,11,Sedan,17038.14,0,53.0,684.0,11635.0,No,Self-employed,Single,1,58871.8,73.0
P109403,68,Female,North,77,5,Sedan,11643.72,0,48.0,822.0,8827.0,No,Unemployed,Married,1,47407.77,68.0
P109404,23,Female,East,148,14,Motorcycle,10338.83,0,7.0,623.0,6903.0,No,Employed,Single,1,58363.6,23.0
P109405,37,Male,South,24,6,Motorcycle,13350.09,0,17.0,679.0,24396.0,No,Employed,Single,1,29492.68,37.0
P109406,41,Male,East,185,4,Sedan,13912.53,0,21.0,,1396.0,No,Employed,Single,1,28722.09,42.0
P109407,44,Female,North,55,14,Sedan,12200.46,0,23.0,662.0,5806.0,Yes,Retired,Married,1,15894.01,45.0
P109408,55,Female,North,137,11,Sedan,12547.0,0,36.0,728.0,25002.0,No,Employed,Married,0,0.0,
P109409,25,Female,West,94,10,SUV,18121.78,0,6.0,692.0,6835.0,No,Retired,Married,1,28943.52,26.0
P109410,18,Female,South,217,3,Truck,18228.85,0,0.0,643.0,9187.0,Yes,Retired,Single,1,46977.8,19.0
P109411,71,Male,East,144,12,Sedan,15120.25,0,52.0,642.0,15400.0,No,Employed,Single,1,47682.76,71.0
P109412,66,Male,South,183,17,Truck,15688.4,0,47.0,566.0,14405.0,Yes,Employed,Single,1,66233.32,66.0
P109413,66,Male,South,200,7,Sedan,15409.31,0,45.0,721.0,14215.0,No,Self-employed,Single,1,43927.52,66.0
P109414,41,Male,East,236,6,Sedan,11202.68,0,20.0,702.0,19477.0,Yes,Employed,Married,1,30638.64,42.0
P109415,64,Male,North,58,15,Sedan,13797.65,0,44.0,562.0,7210.0,No,Employed,Single,1,46019.74,64.0
P109416,24,Male,South,64,2,SUV,13040.68,0,7.0,,12875.0,No,Employed,Married,1,14713.83,24.0
P109417,36,Female,West,220,15,Motorcycle,16920.58,0,16.0,585.0,11732.0,No,Employed,Single,1,24860.86,37.0
P109418,39,Male,South,76,15,SUV,13168.76,0,21.0,618.0,7605.0,No,Employed,Single,1,35975.09,40.0
P109419,80,Female,North,115,6,SUV,15435.39,0,60.0,707.0,12519.0,No,Self-employed,Married,1,52307.06,80.0
P109420,74,Female,West,216,12,Sedan,11515.71,0,58.0,719.0,14802.0,No,Employed,Married,1,41781.74,74.0
P109421,72,Female,West,49,12,Sedan,14774.11,0,52.0,,14924.0,Yes,Retired,Married,1,39128.89,72.0
P109422,77,Female,West,29,20,Sedan,13087.81,0,60.0,631.0,17347.0,No,Employed,Single,1,41864.83,77.0
P109423,52,Female,West,207,18,Sedan,8990.99,1,35.0,682.0,11800.0,Yes,Retired,Married,1,27893.1,53.0
P109424,79,Male,East,118,17,SUV,14898.22,0,60.0,596.0,6963.0,No,Self-employed,Single,1,42386.09,80.0
P109425,47,Male,East,82,6,SUV,16157.15,0,27.0,703.0,5080.0,No,Self-employed,Married,1,45655.46,47.0
P109426,46,Male,East,7,19,Sedan,5402.14,0,26.0,649.0,9693.0,Yes,Retired,Married,0,0.0,
P109427,39,Male,West,77,17,Sedan,5033.28,0,18.0,617.0,5237.0,Yes,Unemployed,Married,1,29910.61,40.0
P109428,28,Female,North,211,17,Sedan,12946.2,0,10.0,599.0,8446.0,Yes,Employed,Married,0,0.0,
P109429,37,Female,South,240,3,Motorcycle,13578.64,0,16.0,697.0,6091.0,Yes,Self-employed,Married,1,50220.8,38.0
P109430,79,Female,West,235,8,SUV,8368.42,0,59.0,640.0,8726.0,No,Employed,Married,1,53386.35,79.0
P109431,46,Male,North,122,20,Sedan,13148.7,0,25.0,616.0,20917.0,No,Employed,Married,1,43397.2,47.0
P109432,68,Female,South,69,15,SUV,11620.25,0,50.0,615.0,11383.0,Yes,Employed,Single,1,46794.72,68.0
P109433,58,Male,West,90,3,Sedan,3851.17,0,41.0,563.0,19861.0,No,Employed,Married,1,43984.69,58.0
P109434,59,Female,South,2,7,Truck,12719.87,1,39.0,662.0,14088.0,No,Employed,Single,1,73175.83,60.0
P109435,51,Male,East,161,2,Motorcycle,8112.34,0,30.0,670.0,8888.0,Yes,Employed,Married,1,53765.83,52.0
P109436,18,Male,East,176,8,SUV,14290.14,0,0.0,546.0,11384.0,No,Employed,Married,1,28405.96,18.0
P109437,48,Male,East,37,7,Sedan,9983.91,1,29.0,575.0,3747.0,No,Employed,Married,1,37539.35,49.0
P109438,47,Female,North,89,11,SUV,13411.97,0,29.0,535.0,10345.0,No,Retired,Married,1,48972.13,47.0
P109439,65,Male,East,127,13,SUV,16694.0,1,47.0,734.0,5446.0,No,Unemployed,Married,0,0.0,
P109440,35,Male,North,217,9,Truck,10327.24,2,16.0,693.0,14993.0,No,Employed,Married,1,62843.03,36.0
P109441,72,Female,East,103,20,Sedan,11483.98,0,56.0,727.0,9826.0,Yes,Self-employed,Single,1,39102.35,72.0
P109442,75,Female,East,30,16,Sedan,16996.17,0,56.0,763.0,10482.0,No,Self-employed,Married,1,29750.09,76.0
P109443,34,Male,East,41,10,SUV,14264.51,0,16.0,681.0,9910.0,Yes,Unemployed,Single,0,0.0,
P109444,55,Female,North,4,9,Motorcycle,11685.49,0,36.0,646.0,16492.0,No,Self-employed,Single,1,54729.04,55.0
P109445,31,Male,South,83,12,Motorcycle,17880.83,0,13.0,664.0,7551.0,No,Employed,Single,1,58688.26,31.0
P109446,40,Male,North,219,1,Truck,11155.39,1,19.0,605.0,7221.0,No,Self-employed,Married,1,55513.92,41.0
P109447,42,Male,West,111,0,Sedan,11085.55,0,26.0,594.0,13713.0,No,Employed,Single,1,28243.54,43.0
P109448,32,Male,West,167,0,Truck,8392.65,1,12.0,621.0,17432.0,No,Employed,Married,1,54553.74,32.0
P109449,63,Male,North,24,15,Sedan,14239.79,0,46.0,633.0,13656.0,No,Self-employed,Married,1,33272.85,64.0
P109450,73,Female,North,50,9,SUV,7848.08,0,57.0,534.0,22934.0,Yes,Employed,Married,1,62926.5,74.0
P109451,39,Male,South,37,9,Sedan,17381.48,0,19.0,563.0,7329.0,No,Employed,Single,1,25047.97,40.0
P109452,20,Female,North,181,6,Motorcycle,9731.44,0,0.0,561.0,1167.0,No,Employed,Married,0,0.0,
P109453,73,Female,East,25,6,Sedan,13828.3,0,54.0,558.0,14436.0,No,Unemployed,Single,1,44275.24,74.0
P109454,72,Male,South,93,0,Truck,12167.78,0,54.0,695.0,11234.0,Yes,Retired,Single,1,77905.3,73.0
P109455,36,Male,North,125,12,Sedan,14060.87,1,15.0,627.0,14358.0,No,Employed,Married,1,31395.13,36.0
P109456,74,Female,North,31,4,Truck,13610.78,0,53.0,637.0,16282.0,No,Employed,Married,1,86115.64,74.0
P109457,61,Female,West,237,2,Sedan,12369.17,0,45.0,677.0,4373.0,Yes,Employed,Married,1,40141.5,62.0
P109458,51,Female,South,227,12,Motorcycle,10543.42,1,32.0,708.0,10566.0,Yes,Employed,Single,1,32576.41,51.0
P109459,52,Female,West,92,11,SUV,13037.89,0,31.0,682.0,14930.0,Yes,Employed,Single,0,0.0,
P109460,67,Male,North,38,17,Sedan,16996.36,0,47.0,765.0,13277.0,Yes,Self-employed,Single,1,45180.62,67.0
P109461,78,Female,South,127,4,Sedan,10783.88,0,57.0,653.0,11120.0,Yes,Retired,Single,1,37836.44,79.0
P109462,18,Male,East,58,4,SUV,7518.41,0,1.0,664.0,15691.0,No,Unemployed,Single,1,15868.55,19.0
P109463,69,Female,North,236,1,Sedan,14601.29,0,53.0,608.0,16983.0,No,Employed,Married,1,30382.79,69.0
P109464,38,Female,North,181,5,Sedan,13040.68,1,21.0,517.0,1744.0,No,Self-employed,Married,1,2826.55,38.0
P109465,46,Male,West,114,6,SUV,17407.39,0,27.0,656.0,19879.0,Yes,Retired,Married,1,47380.81,46.0
P109466,23,Male,East,50,0,Truck,14185.57,0,3.0,710.0,5886.0,Yes,Employed,Single,0,0.0,
P109467,54,Female,North,132,2,Sedan,16982.7,0,33.0,598.0,14977.0,Yes,Employed,Single,0,0.0,
P109468,18,Male,West,92,19,SUV,18929.1,0,2.0,,10347.0,No,Employed,Single,1,28517.92,19.0
P109469,68,Male,West,180,1,SUV,10874.23,0,47.0,717.0,18275.0,No,Self-employed,Single,1,17345.7,69.0
P109470,18,Female,North,159,9,Motorcycle,11583.37,0,0.0,647.0,15605.0,No,Unemployed,Married,1,24031.49,18.0
P109471,44,Female,South,215,10,Truck,16424.03,0,26.0,585.0,14947.0,No,Employed,Married,1,55443.41,44.0
P109472,38,Male,North,78,20,Sedan,12319.4,0,18.0,583.0,13110.0,No,Employed,Married,1,46670.92,39.0
P109473,70,Female,East,220,12,Truck,10388.99,0,50.0,696.0,9313.0,No,Employed,Married,0,0.0,
P109474,33,Female,North,142,15,Sedan,10931.6,0,12.0,641.0,7050.0,Yes,Employed,Single,0,0.0,
P109475,61,Female,South,129,19,Sedan,9505.74,1,41.0,640.0,5085.0,Yes,Employed,Single,1,38942.65,62.0
P109476,76,Female,West,43,10,Sedan,3927.2,0,55.0,553.0,8872.0,Yes,Employed,Married,1,36254.98,76.0
P109477,78,Female,East,224,17,Truck,14597.34,0,60.0,683.0,16561.0,No,Employed,Married,1,64941.5,79.0
P109478,71,Female,East,118,10,Motorcycle,9092.2,1,55.0,722.0,6990.0,No,Employed,Single,1,34781.94,72.0
P109479,57,Male,East,59,0,Motorcycle,6176.15,0,41.0,625.0,18045.0,Yes,Unemployed,Single,1,36055.06,58.0
P109480,43,Female,East,61,17,SUV,15518.69,0,26.0,679.0,6871.0,Yes,Employed,Married,1,35017.86,43.0
P109481,33,Male,South,41,19,SUV,6252.92,0,12.0,622.0,11178.0,No,Employed,Single,1,28105.58,34.0
P109482,45,Male,South,18,4,Sedan,16512.25,1,26.0,692.0,14255.0,Yes,Self-employed,Married,0,0.0,
P109483,18,Male,South,188,1,Sedan,14672.99,0,0.0,685.0,17133.0,No,Employed,Married,1,22018.44,18.0
P109484,53,Female,South,197,17,SUV,13786.97,0,33.0,623.0,10167.0,No,Employed,Married,1,43829.95,54.0
P109485,27,Female,West,234,6,Truck,7280.47,0,10.0,501.0,14406.0,Yes,Employed,Married,0,0.0,
P109486,60,Female,North,79,10,Sedan,4689.2,0,41.0,594.0,13063.0,Yes,Retired,Single,1,51512.28,61.0
P109487,34,Male,South,187,10,SUV,9113.09,0,18.0,674.0,10751.0,No,Employed,Married,1,20898.77,35.0
P109488,74,Male,North,170,12,SUV,2000.0,0,56.0,712.0,6807.0,No,Employed,Married,0,0.0,
P109489,76,Male,East,208,3,Motorcycle,2646.95,0,55.0,608.0,14200.0,Yes,Unemployed,Married,1,56390.36,76.0
P109490,40,Female,West,228,0,Sedan,15419.21,0,22.0,744.0,12139.0,Yes,Unemployed,Married,1,16658.51,40.0
P109491,24,Male,West,164,17,SUV,20047.12,1,5.0,755.0,10402.0,No,Employed,Married,1,25250.66,24.0
P109492,61,Male,North,168,11,Sedan,12475.65,0,44.0,699.0,12574.0,Yes,Employed,Married,1,39754.78,61.0
P109493,70,Male,North,30,9,Sedan,12129.95,1,51.0,570.0,14856.0,No,Employed,Married,0,0.0,
P109494,24,Female,North,102,7,Sedan,9597.47,0,8.0,700.0,3601.0,Yes,Employed,Single,1,25974.31,25.0
P109495,61,Female,West,215,2,Sedan,15587.07,0,44.0,612.0,9269.0,No,Employed,Married,0,0.0,
P109496,32,Female,South,11,6,SUV,5818.3,0,14.0,,7129.0,No,Employed,Married,1,31171.98,33.0
P109497,51,Male,West,124,19,SUV,12764.87,0,30.0,682.0,7507.0,No,Employed,Single,0,0.0,
P109498,63,Male,South,153,10,Motorcycle,19362.46,0,43.0,680.0,8055.0,No,Unemployed,Married,1,57373.71,63.0
P109499,62,Male,East,173,6,Truck,12655.7,0,46.0,682.0,,No,Employed,Married,0,0.0,
P109500,21,Male,South,179,6,Sedan,10841.76,0,4.0,696.0,13666.0,Yes,Retired,Married,1,30975.42,21.0
P109501,31,Male,North,171,8,Motorcycle,18132.9,0,11.0,646.0,6500.0,Yes,Employed,Married,0,0.0,
P109502,31,Male,South,66,2,Motorcycle,19632.61,0,15.0,549.0,12929.0,No,Self-employed,Married,0,0.0,
P109503,33,Male,South,99,10,SUV,18011.51,0,12.0,796.0,14141.0,Yes,Unemployed,Single,1,23332.61,33.0
P109504,24,Male,West,175,16,Sedan,11663.31,0,3.0,623.0,10207.0,No,Unemployed,Single,1,15706.33,25.0
P109505,49,Male,North,24,7,Sedan,15385.83,0,31.0,600.0,5563.0,Yes,Unemployed,Married,0,0.0,
P109506,36,Female,East,77,19,Truck,18084.2,0,19.0,565.0,6557.0,Yes,Employed,Married,1,43876.43,37.0
P109507,19,Female,South,234,1,SUV,10027.08,0,0.0,661.0,4069.0,No,Employed,Married,0,0.0,
P109508,27,Female,East,165,20,Sedan,8477.02,0,10.0,652.0,22700.0,No,Unemployed,Married,1,46926.79,28.0
P109509,67,Male,North,128,19,Sedan,13691.02,0,50.0,642.0,3357.0,Yes,Employed,Single,1,53959.72,67.0
P109510,78,Male,South,184,0,Sedan,7933.6,0,60.0,755.0,5729.0,No,Employed,Single,1,36704.74,79.0
P109511,34,Female,West,94,15,Motorcycle,7222.28,0,15.0,696.0,11883.0,No,Employed,Single,1,35492.63,34.0
P109512,54,Male,East,203,3,Motorcycle,9772.67,0,36.0,579.0,2863.0,Yes,Self-employed,Married,0,0.0,
P109513,29,Female,West,87,8,Sedan,8618.95,1,9.0,795.0,6206.0,No,Unemployed,Single,1,42549.06,30.0
P109514,23,Female,East,124,7,Sedan,8104.93,0,5.0,544.0,12575.0,No,Employed,Married,1,28782.59,23.0
P109515,39,Female,North,46,0,Sedan,12624.17,0,20.0,642.0,13016.0,No,Retired,Single,1,44382.97,39.0
P109516,49,Female,South,156,7,Sedan,13141.49,1,28.0,599.0,14049.0,No,Employed,Married,1,38499.57,50.0
P109517,58,Female,East,93,4,Sedan,6496.79,0,38.0,676.0,15577.0,No,Employed,Married,1,34234.36,58.0
P109518,37,Female,West,180,0,Truck,13558.59,0,20.0,695.0,11798.0,No,Employed,Married,1,50733.79,38.0
P109519,18,Male,East,15,6,Sedan,12738.95,1,0.0,621.0,8556.0,No,Unemployed,Married,1,22528.2,19.0
P109520,71,Male,East,173,14,SUV,7950.7,0,54.0,724.0,14287.0,No,Employed,Married,1,46749.47,71.0
P109521,64,Male,East,58,6,Sedan,12110.49,1,43.0,664.0,18953.0,No,Employed,Married,1,32537.52,65.0
P109522,70,Male,East,195,0,Sedan,13078.7,0,51.0,752.0,15088.0,Yes,Retired,Married,1,42105.54,70.0
P109523,75,Male,East,201,8,Sedan,13474.9,0,57.0,715.0,7681.0,Yes,Employed,Married,1,44682.0,76.0
P109524,23,Male,East,72,0,SUV,15563.19,1,7.0,617.0,15071.0,No,Employed,Married,1,12047.77,24.0
P109525,36,Female,West,239,11,Sedan,15270.95,0,16.0,724.0,14796.0,No,Employed,Single,0,0.0,
P109526,35,Male,East,225,6,Motorcycle,12175.72,0,19.0,605.0,5815.0,Yes,Employed,Married,0,0.0,
P109527,23,Male,East,98,8,Sedan,8435.87,0,2.0,694.0,10835.0,No,Employed,Married,1,24972.31,24.0
P109528,62,Male,East,73,4,SUV,10102.66,0,46.0,687.0,14833.0,Yes,Self-employed,Single,1,38694.71,62.0
P109529,50,Male,South,81,11,Motorcycle,12841.84,1,30.0,614.0,17806.0,No,Employed,Married,1,43307.23,51.0
P109530,40,Male,North,169,1,SUV,17167.92,0,24.0,510.0,8767.0,No,Employed,Single,0,0.0,
P109531,40,Female,North,65,17,SUV,2811.71,0,24.0,753.0,4714.0,Yes,Employed,Married,0,0.0,
P109532,43,Female,North,168,8,Sedan,12412.99,0,27.0,,14543.0,No,Employed,Married,0,0.0,
P109533,30,Male,West,5,0,Truck,11414.76,0,12.0,651.0,10759.0,Yes,Unemployed,Married,1,53851.76,30.0
P109534,24,Male,West,222,9,SUV,13108.61,0,7.0,651.0,13198.0,No,Employed,Married,1,45322.74,25.0
P109535,32,Male,West,203,13,Sedan,6502.49,0,14.0,718.0,12951.0,No,Retired,Married,1,31610.66,33.0
P109536,61,Female,East,28,20,Sedan,15655.69,0,40.0,803.0,12743.0,Yes,Unemployed,Married,1,28947.26,62.0
P109537,44,Male,North,38,13,SUV,11920.0,0,23.0,,9932.0,No,Self-employed,Single,1,38245.78,45.0
P109538,43,Male,East,81,6,Sedan,10943.33,0,25.0,,16533.0,No,Self-employed,Single,1,34943.3,44.0
P109539,50,Male,South,87,11,Truck,13588.73,0,29.0,670.0,7756.0,No,Self-employed,Married,1,60333.79,50.0
P109540,32,Female,North,146,5,Sedan,13298.51,0,15.0,675.0,13327.0,Yes,Employed,Married,1,17212.41,33.0
P109541,53,Male,South,37,12,SUV,12102.79,0,36.0,580.0,13951.0,No,Employed,Single,1,40863.97,54.0
P109542,62,Female,South,155,7,Sedan,9803.68,0,41.0,691.0,11022.0,No,Employed,Married,1,34911.65,63.0
P109543,72,Male,East,25,20,SUV,11133.73,0,56.0,558.0,15966.0,No,Employed,Single,0,0.0,
P109544,44,Female,North,197,1,Sedan,12106.74,1,26.0,681.0,9674.0,No,Self-employed,Single,1,43203.3,45.0
P109545,74,Female,South,83,9,SUV,19286.94,0,54.0,617.0,23484.0,Yes,Employed,Single,1,49009.66,75.0
P109546,22,Male,North,27,5,Motorcycle,12455.91,0,2.0,711.0,13183.0,No,Employed,Married,1,16227.6,23.0
P109547,78,Male,South,77,15,Truck,14665.34,0,60.0,677.0,18192.0,No,Employed,Married,1,89031.03,78.0
P109548,19,Male,South,182,9,Sedan,15451.81,0,1.0,625.0,16440.0,Yes,Employed,Single,0,0.0,
P109549,72,Male,East,135,14,SUV,12095.66,0,56.0,579.0,19118.0,Yes,Retired,Married,1,34174.4,72.0
P109550,75,Female,North,90,20,Sedan,17478.97,0,57.0,753.0,12440.0,No,Retired,Married,1,21625.95,76.0
P109551,50,Male,East,206,19,Motorcycle,5274.5,0,34.0,644.0,17636.0,No,Employed,Married,1,39557.06,50.0
P109552,33,Female,East,27,9,Truck,13249.78,0,16.0,772.0,19280.0,No,Unemployed,Married,1,54173.92,33.0
P109553,40,Male,East,122,10,Sedan,16427.41,0,20.0,564.0,13440.0,No,Employed,Married,1,23687.47,40.0
P109554,55,Male,East,59,20,Sedan,14062.45,0,34.0,632.0,8507.0,No,Employed,Single,1,55734.09,56.0
P109555,72,Female,East,72,1,Truck,4849.46,0,56.0,492.0,21149.0,No,Employed,Married,1,69910.33,73.0
P109556,33,Female,South,159,9,Sedan,13156.58,1,15.0,703.0,12095.0,No,Self-employed,Single,1,30549.09,33.0
P109557,31,Male,North,227,20,Motorcycle,11837.81,0,10.0,709.0,12393.0,Yes,Self-employed,Single,0,0.0,
P109558,46,Male,North,91,11,Motorcycle,12274.83,1,25.0,608.0,13352.0,No,Employed,Single,1,47060.43,47.0
P109559,43,Male,East,68,10,Truck,10741.13,0,22.0,604.0,8084.0,No,Employed,Married,1,59387.43,43.0
P109560,52,Female,North,106,14,Sedan,15378.61,0,32.0,623.0,13701.0,No,Employed,Married,1,37402.65,53.0
P109561,32,Male,South,4,3,SUV,11431.5,0,16.0,633.0,13741.0,Yes,Retired,Married,0,0.0,
P109562,20,Male,East,146,4,Sedan,17125.8,0,1.0,611.0,11950.0,No,Employed,Single,1,26807.69,20.0
P109563,40,Female,West,63,0,Truck,12616.04,0,20.0,726.0,11667.0,No,Unemployed,Married,1,68436.23,41.0
